# mcs  k  T(k)  Q(k)  Eavg(k)
         380   10     1.152941          -34       -90.8373307461
         380   11     1.258824          -32       -83.8995078134
         380   12     1.364706           36       -88.6076028919
         380   13     1.470588          -18       -78.2773253636
         380   14     1.576471          -36       -82.5399194282
         380   15     1.682353           16       -84.9198112484
         380   16     1.788235            0       -89.4673983050
         380   17     1.894118          -12       -71.9134436781
         380   18     2.000000           -8       -75.1695388932
         390    1     0.200000           56      -100.2512074734
         390    2     0.305882           42       -97.8470004572
         390    3     0.411765          -16       -98.9950981042
         390    4     0.517647          -60       -95.9854040137
         390    5     0.623529          -18       -97.8329665248
         390    6     0.729412           32       -95.2662848212
         390    7     0.835294          -44       -95.9536851406
         390    8     0.941176          -10       -94.6594559313
         390    9     1.047059          -24       -92.7927739580
